epoch,step,train/loss,train/mean_return,train/net_exposure,train/position_magnitude,train/return,train/turnover,val/position_magnitude,val/return
14,459,-0.3648289740085602,0.009732508100569248,1.6271196603775024,0.1810525506734848,0.009732508100569248,0.2632240355014801,,
14,469,-0.4349103569984436,0.012354591861367226,1.8572123050689697,0.2068723887205124,0.012354591861367226,0.2823159694671631,,
14,479,-0.42170560359954834,0.005909748375415802,1.2133651971817017,0.13481837511062622,0.005909747909754515,0.020758528262376785,,
14,479,,,,,,,0.19663342833518982,0.001359576708637178
15,489,-0.09427273273468018,0.005860344972461462,1.4803826808929443,0.16534338891506195,0.005860344972461462,0.24796991050243378,,
15,499,-1.2426791191101074,0.025529172271490097,2.789820671081543,0.31329837441444397,0.025529172271490097,0.37261471152305603,,
15,509,0.041452839970588684,0.0013646490406244993,1.0735610723495483,0.11928457766771317,0.0013646490406244993,0.09674947708845139,,
15,511,,,,,,,0.13879069685935974,0.002297014696523547
16,519,-0.2772543430328369,0.004594818223267794,1.0703296661376953,0.11913711577653885,0.004594818223267794,0.07482678443193436,,
16,529,-1.9630013704299927,0.036008257418870926,3.33650541305542,0.3711388409137726,0.036008257418870926,0.34313806891441345,,
16,539,-0.05095204710960388,0.005941894371062517,1.7663891315460205,0.19652408361434937,0.0059418948367238045,0.1602252572774887,,
16,543,,,,,,,0.24037617444992065,0.001255944138392806
17,549,0.07358717918395996,0.008069698698818684,2.3899312019348145,0.26709476113319397,0.008069698698818684,0.21371029317378998,,
17,559,-0.38275429606437683,0.009260730817914009,1.6743569374084473,0.18605953454971313,0.009260730817914009,0.15926650166511536,,
17,569,-0.7845117449760437,0.015844620764255524,2.0128257274627686,0.22401830554008484,0.015844620764255524,0.28226184844970703,,
17,575,,,,,,,0.1441173106431961,0.002436407608911395
18,579,-1.086549997329712,0.016722507774829865,1.5886669158935547,0.17754265666007996,0.016722507774829865,0.18703407049179077,,
18,589,-0.2109670639038086,0.009156602434813976,1.961592435836792,0.21800841391086578,0.009156602434813976,0.18327981233596802,,
18,599,0.7193868160247803,0.01122724823653698,3.370239019393921,0.3762950003147125,0.011227247305214405,0.4819689095020294,,
18,607,,,,,,,0.23006406426429749,0.0011379566276445985
19,609,-2.4950711727142334,0.04082006588578224,3.035614013671875,0.3378419280052185,0.04082006588578224,0.45939379930496216,,
19,619,0.29154473543167114,0.009025359526276588,2.5333850383758545,0.28164827823638916,0.009025359526276588,0.3782457113265991,,
19,629,-0.3042113780975342,0.012200535275042057,2.1721646785736084,0.2415689080953598,0.012200535275042057,0.31494101881980896,,
19,639,-0.34059303998947144,0.0051979925483465195,1.2017961740493774,0.13353289663791656,0.0051979925483465195,0.05981187894940376,,
19,639,,,,,,,0.14555387198925018,0.0023251017555594444
20,649,-0.16621452569961548,0.0047472212463617325,1.1621533632278442,0.12968434393405914,0.0047472212463617325,0.17545878887176514,,
20,659,-1.9179712533950806,0.0312337689101696,2.383185386657715,0.26661860942840576,0.0312337689101696,0.3693753182888031,,
20,669,0.2186376452445984,0.0008231382234953344,1.5146446228027344,0.16837212443351746,0.0008231382234953344,0.07012203335762024,,
20,671,,,,,,,0.23359999060630798,0.0011621499434113503
