epoch,step,train/IC,train/listfold,train/loss,train/score_std,val/IC,val/return
0,9,-0.03723958134651184,1.422959804534912,1.422959804534912,0.027566226199269295,,
0,19,-0.01744791492819786,1.4221760034561157,1.4221760034561157,0.037599168717861176,,
0,29,0.05234375223517418,1.421966314315796,1.421966314315796,0.01852819137275219,,
0,31,,,,,-0.01148738618940115,-0.01148738618940115
1,39,-0.06581920385360718,1.4231433868408203,1.4231433868408203,0.01593686081469059,,
1,49,0.005468749441206455,1.4223806858062744,1.4223806858062744,0.030856220051646233,,
1,59,-0.01171875186264515,1.4219276905059814,1.4219276905059814,0.03584646061062813,,
1,63,,,,,0.0020584326703101397,0.0020584326703101397
2,69,-0.02123655192553997,1.4229040145874023,1.4229040145874023,0.027767717838287354,,
2,79,-0.09739582240581512,1.4228028059005737,1.4228028059005737,0.009612436406314373,,
2,89,0.02239583060145378,1.422011137008667,1.422011137008667,0.014990629628300667,,
2,95,,,,,0.012217794544994831,0.012217794544994831
3,99,0.055729158222675323,1.422157883644104,1.422157883644104,0.016705749556422234,,
3,109,-0.023958329111337662,1.4227373600006104,1.4227373600006104,0.009192504920065403,,
3,119,-0.07083332538604736,1.4235658645629883,1.4235658645629883,0.017798183485865593,,
3,127,,,,,0.02934926748275757,0.02934926748275757
4,129,-0.06953124701976776,1.4226791858673096,1.4226791858673096,0.013173258863389492,,
4,139,-0.04531249776482582,1.422454595565796,1.422454595565796,0.005592478904873133,,
4,149,0.03177083656191826,1.4224557876586914,1.4224557876586914,0.0030363653786480427,,
4,159,-0.044444430619478226,1.4219118356704712,1.4219118356704712,0.015006587840616703,,
4,159,,,,,0.008100928738713264,0.008100928738713264
5,169,-0.0260416641831398,1.4227842092514038,1.4227842092514038,0.013887831941246986,,
5,179,-0.06562499701976776,1.4225233793258667,1.4225233793258667,0.009418091736733913,,
5,189,0.008854166604578495,1.422439694404602,1.422439694404602,0.014099891297519207,,
5,191,,,,,0.013678619638085365,0.013678619638085365
6,199,-0.0014124320587143302,1.4224462509155273,1.4224462509155273,0.004681512713432312,,
6,209,-0.11927083879709244,1.4232676029205322,1.4232676029205322,0.017202407121658325,,
6,219,-0.07395832240581512,1.4226754903793335,1.4226754903793335,0.010081764310598373,,
6,223,,,,,-0.0015936248237267137,-0.0015936248237267137
7,229,0.021236561238765717,1.4223536252975464,1.4223536252975464,0.01976734772324562,,
7,239,0.03411457687616348,1.4223746061325073,1.4223746061325073,0.006369746755808592,,
7,249,0.02057291567325592,1.4222986698150635,1.4222986698150635,0.010478869080543518,,
7,255,,,,,-0.021978750824928284,-0.021978750824928284
8,259,0.007552082650363445,1.4224599599838257,1.4224599599838257,0.00866739172488451,,
8,269,0.04088541492819786,1.4223687648773193,1.4223687648773193,0.006008202210068703,,
8,279,0.04244791716337204,1.4224421977996826,1.4224421977996826,0.004537304863333702,,
