epoch,step,train/loss,train/mean_return,train/position_magnitude,val/position_magnitude,val/return
9,609,0.013186528347432613,-0.00014922633999958634,0.3322560489177704,,
9,619,-0.16220563650131226,0.003460409352555871,0.3359111547470093,,
9,629,-0.2391834259033203,0.0033676468301564455,0.32296842336654663,,
9,629,,,,0.3743504285812378,-0.0005143914604559541
10,639,-0.013551833108067513,0.00020628527272492647,0.3408459424972534,,
10,649,-0.032215699553489685,0.0005225791828706861,0.3492737412452698,,
10,659,-0.1266748458147049,0.0021705704275518656,0.33037257194519043,,
10,669,0.12622585892677307,-0.001882124925032258,0.320173442363739,,
10,679,0.08963306248188019,-0.0014641411835327744,0.3053107261657715,,
10,689,-0.1405951827764511,0.001767598558217287,0.2620382606983185,,
10,692,,,,0.29001402854919434,-0.0005131509387865663
11,699,0.23429858684539795,-0.0031924156937748194,0.25247690081596375,,
11,709,0.09986470639705658,-0.001646019984036684,0.30003535747528076,,
11,719,-0.16352196037769318,0.0023074334021657705,0.31158483028411865,,
11,729,0.06668096035718918,-0.0012280030641704798,0.32769742608070374,,
11,739,-0.227595716714859,0.0043488759547472,0.3131844103336334,,
11,749,0.21490037441253662,-0.0027811010368168354,0.317162424325943,,
11,755,,,,0.32941290736198425,-0.0005153476377017796
12,759,-0.14660000801086426,0.0024310119915753603,0.3159867823123932,,
12,769,-0.11553690582513809,0.0015551240649074316,0.3110959827899933,,
12,779,-0.24052122235298157,0.0037535429000854492,0.3115241825580597,,
12,789,0.05448688566684723,-0.0019760667346417904,0.2918279767036438,,
12,799,0.2444751262664795,-0.0042515345849096775,0.2779928743839264,,
12,809,0.1340273767709732,-0.0019489498808979988,0.2892633378505707,,
12,818,,,,0.2981584668159485,-0.0005145024624653161
13,819,-0.17655763030052185,0.0022976084146648645,0.28421449661254883,,
13,829,-0.12417695671319962,0.0017279313178732991,0.25873899459838867,,
13,839,-0.21425002813339233,0.0035783397033810616,0.2703929543495178,,
13,849,-0.12821036577224731,0.0016465908847749233,0.28676411509513855,,
13,859,0.12239263951778412,-0.0016859739553183317,0.2964407205581665,,
13,869,0.07663809508085251,-0.002376451389864087,0.295316219329834,,
13,879,-0.07166877388954163,0.0017554524820297956,0.28792208433151245,,
13,881,,,,0.3136414587497711,-0.0005128268385306001
14,889,0.013609499670565128,-0.00017843948444351554,0.29999104142189026,,
14,899,-0.10135675966739655,0.0015747444704174995,0.3151627779006958,,
14,909,-0.10067833214998245,0.0017437597271054983,0.3285365402698517,,
14,919,-0.27697399258613586,0.006802320014685392,0.31969138979911804,,
14,929,-0.13462679088115692,0.002617486286908388,0.311283677816391,,
14,939,-0.07563098520040512,0.001376750529743731,0.30912449955940247,,
14,944,,,,0.31759411096572876,-0.0005138168344274163
15,949,-0.17445367574691772,0.002468647202476859,0.30940496921539307,,
15,959,0.4086497724056244,-0.0060726674273610115,0.295436292886734,,
15,969,0.16929039359092712,-0.0022697425447404385,0.309845507144928,,
15,979,0.16402411460876465,-0.0026331343688070774,0.30575016140937805,,
15,989,-0.16499875485897064,0.002486385637894273,0.30824965238571167,,
15,999,-0.024970287457108498,0.0005978566478006542,0.305248498916626,,
15,1007,,,,0.3081238865852356,-0.0005135186365805566
16,1009,0.05876807123422623,-0.0009528626105748117,0.2983751595020294,,
16,1019,0.17134670913219452,-0.0027308843564242125,0.3005541265010834,,
16,1029,0.054709542542696,-0.0009338940726593137,0.29991891980171204,,
16,1039,-0.3095490336418152,0.005493955221027136,0.3001076281070709,,
16,1049,0.04524931311607361,-0.0005250204703770578,0.2957310676574707,,
16,1059,0.01614534854888916,-0.00022729532793164253,0.29114681482315063,,
16,1069,0.009603834711015224,-0.0001806928776204586,0.2796195447444916,,
16,1070,,,,0.3009905517101288,-0.0005121640861034393
