epoch,step,train/loss,train/mean_return,train/position_magnitude,train/sharpe,train/turnover,val/position_magnitude,val/return
7,255,,,,,,0.24532876908779144,-0.0005588390631601214
8,259,0.01106483954936266,-0.00042024339199997485,0.26400628685951233,-0.010350707918405533,0.04164198413491249,,
8,269,-0.12459537386894226,0.0032966569997370243,0.2485586255788803,0.12522847950458527,0.03686454892158508,,
8,279,-0.09727372974157333,0.0007178435917012393,0.0738515555858612,0.09735570102930069,0.045930828899145126,,
8,287,,,,,,0.03935178369283676,-0.0006516939029097557
9,289,-0.08473831415176392,0.0017583968583494425,0.10700377821922302,0.08487209677696228,0.04286536946892738,,
9,299,-0.10417502373456955,0.0027564887423068285,0.21507051587104797,0.10465796291828156,0.04652480036020279,,
9,309,0.060416124761104584,-0.0012423755833879113,0.18417972326278687,-0.06005736067891121,0.03584340959787369,,
9,319,-1.3416378498077393,0.012059388682246208,0.2734503149986267,1.3423900604248047,0.029671216383576393,,
9,319,,,,,,0.19319196045398712,-0.0005724663496948779
10,329,0.023019161075353622,-0.0006563419592566788,0.19855743646621704,-0.022597750648856163,0.045522540807724,,
10,339,-0.019238410517573357,0.0003060069284401834,0.11295299977064133,0.01939457096159458,0.046847932040691376,,
10,349,0.07575596123933792,-0.00041089855949394405,0.06341714411973953,-0.07569707185029984,0.035411540418863297,,
10,351,,,,,,0.04156787693500519,-0.0005214104312472045
11,359,-0.10489064455032349,0.00038382524508051574,0.03512977063655853,0.104903943836689,0.003015331458300352,,
11,369,-0.26719656586647034,0.0012992755509912968,0.029321053996682167,0.2672051787376404,0.0008227954967878759,,
11,379,-0.03348030522465706,0.00011708540114341304,0.02764531597495079,0.0334879569709301,0.0009553972631692886,,
11,383,,,,,,0.025830509141087532,-0.0005286669475026429
12,389,-0.024099649861454964,9.139680332737043e-05,0.02445804513990879,0.024105660617351532,0.0017731714760884643,,
12,399,-0.03161865472793579,4.45386249339208e-05,0.012589367106556892,0.03162043169140816,0.004987693391740322,,
12,409,-0.10859469324350357,0.00042389208101667464,0.03471286967396736,0.10860676318407059,0.0011168885976076126,,
12,415,,,,,,0.03652868792414665,-0.0005245694774203002
13,419,-0.006035031285136938,3.5519024095265195e-05,0.03976969048380852,0.006055663339793682,0.006224626209586859,,
13,429,-0.11325693130493164,0.00044184792204760015,0.03678907826542854,0.11327122896909714,0.002499702386558056,,
13,439,0.0068624140694737434,-2.3427965061273426e-05,0.033797889947891235,-0.006842018570750952,0.00870802067220211,,
13,447,,,,,,0.03598789498209953,-0.000532978679984808
14,449,-0.05014566704630852,0.00034942483762279153,0.038134120404720306,0.05016029626131058,0.0015559418825432658,,
14,459,-0.11870226263999939,0.0005437565851025283,0.03761689364910126,0.11871647089719772,0.0022596425842493773,,
14,469,0.054294269531965256,-0.00018367203301750124,0.031859390437603,-0.054284028708934784,0.002649634378030896,,
14,479,-1.3529284000396729,0.0014369945274665952,0.03449738770723343,1.352940320968628,0.0020175795070827007,,
14,479,,,,,,0.030225621536374092,-0.0005363773670978844
15,489,0.07826533913612366,-0.00032993973582051694,0.028017666190862656,-0.07825731486082077,0.003173972014337778,,
15,499,-0.012050755321979523,5.066427183919586e-05,0.027740083634853363,0.012058768421411514,0.004707350395619869,,
15,509,0.026669176295399666,-6.830754864495248e-05,0.029167043045163155,-0.02666044794023037,0.004041406791657209,,
15,511,,,,,,0.026014419272542,-0.0005483891582116485
