epoch,step,train/loss,train/mean_return,train/position_magnitude,train/sharpe,train/turnover,val/position_magnitude,val/return
0,9,-0.08993631601333618,0.007850374095141888,0.5393897294998169,0.09458587318658829,0.03459204360842705,,
0,19,0.024680741131305695,-0.0018686046823859215,0.5968397855758667,-0.02003689482808113,0.021552039310336113,,
0,29,-0.06954427063465118,0.003763524116948247,0.6039496064186096,0.0740957036614418,0.01803070493042469,,
0,31,,,,,,0.599005937576294,0.0005223703337833285
1,39,0.08914818614721298,-0.0051115225069224834,0.5683133602142334,-0.08491704612970352,0.019968295469880104,,
1,49,0.27287501096725464,-0.023673415184020996,0.5268468260765076,-0.2692016661167145,0.017889415845274925,,
1,59,0.028105197474360466,-0.0015343589475378394,0.49830394983291626,-0.024578388780355453,0.020819876343011856,,
1,63,,,,,,0.47992005944252014,0.0005217422731220722
2,69,0.02757854387164116,-0.0017615434480831027,0.4699355661869049,-0.02443896420300007,0.01856447570025921,,
2,79,0.11063534766435623,-0.004924630280584097,0.4573296904563904,-0.10775306075811386,0.015776852145791054,,
2,89,0.12046170234680176,-0.006015172228217125,0.4516279399394989,-0.11778190732002258,0.012768886052072048,,
2,95,,,,,,0.45733314752578735,0.0005210285889916122
3,99,0.016087643802165985,-0.00098482146859169,0.45998015999794006,-0.01314327772706747,0.016521085053682327,,
3,109,0.0985952690243721,-0.004523796029388905,0.4301533102989197,-0.09604465216398239,0.013973643071949482,,
3,119,0.07979754358530045,-0.00328453560359776,0.4201267957687378,-0.07733692973852158,0.01387085486203432,,
3,127,,,,,,0.3960919678211212,0.0005221960018388927
4,129,0.050894901156425476,-0.003396431915462017,0.3907281160354614,-0.04863762483000755,0.014584224671125412,,
4,139,0.12326335161924362,-0.005703790578991175,0.3798661231994629,-0.12108924239873886,0.014586825855076313,,
4,149,-0.040137965232133865,0.0016866675578057766,0.3740403354167938,0.0422927550971508,0.015084567479789257,,
4,159,1.3322190046310425,-0.015687480568885803,0.3678334057331085,-1.3302689790725708,0.011921935714781284,,
4,159,,,,,,0.3696844279766083,0.0005214568809606135
5,169,-0.09286859631538391,0.005266411695629358,0.363630473613739,0.09478010982275009,0.011758225038647652,,
5,179,0.021401677280664444,-0.0011040914105251431,0.36915215849876404,-0.01933535374701023,0.014041632413864136,,
5,189,-0.06986343860626221,0.0022993856109678745,0.3818124234676361,0.07189139723777771,0.011378742754459381,,
5,191,,,,,,0.3830672800540924,0.0005214556003920734
6,199,0.09235164523124695,-0.0037801754660904408,0.39435088634490967,-0.09024302661418915,0.011044967919588089,,
6,209,0.2686760425567627,-0.017212698236107826,0.38910260796546936,-0.26672548055648804,0.008717434480786324,,
6,219,0.028148341923952103,-0.0012747631408274174,0.3872799277305603,-0.02627611719071865,0.00743671553209424,,
6,223,,,,,,0.38329175114631653,0.0005216836580075324
