epoch,step,train/loss,train/mean_return,train/position_magnitude,train/sharpe,train/turnover,val/position_magnitude,val/return
0,9,0.11039068549871445,-0.006701672449707985,0.4052872359752655,-0.10854583978652954,0.038409024477005005,,
0,19,-0.004665920045226812,0.0004428040992934257,0.4274868965148926,0.006628577597439289,0.026003055274486542,,
0,29,0.07644408196210861,-0.002765425480902195,0.44404882192611694,-0.07435082644224167,0.02345520816743374,,
0,31,,,,,,0.4522298574447632,-0.0005199697916395962
1,39,-0.07837650179862976,0.004065959248691797,0.46968740224838257,0.08069505542516708,0.021880535408854485,,
1,49,-0.25945794582366943,0.02094564028084278,0.48373401165008545,0.26190054416656494,0.019828563556075096,,
1,59,-0.021177399903535843,0.0014303947100415826,0.48289892077445984,0.023589693009853363,0.015703624114394188,,
1,63,,,,,,0.4788965880870819,-0.0005235052085481584
2,69,-0.020677316933870316,0.001588948187418282,0.4618977904319763,0.02289045974612236,0.015463694930076599,,
2,79,-0.10657277703285217,0.004841533023864031,0.4505106508731842,0.10869348049163818,0.017745571210980415,,
2,89,-0.09740324318408966,0.005052707623690367,0.4495996832847595,0.09949664771556854,0.014060829766094685,,
2,95,,,,,,0.4612588584423065,-0.0005258235614746809
3,99,-0.017897823825478554,0.0015105580678209662,0.468365341424942,0.0201707910746336,0.015452852472662926,,
3,109,-0.09557640552520752,0.004874194040894508,0.45998919010162354,0.09776555001735687,0.014256387948989868,,
3,119,-0.06513867527246475,0.003050348022952676,0.4500257670879364,0.06723899394273758,0.014609222300350666,,
3,127,,,,,,0.4577377736568451,-0.0005288248648867011
4,129,-0.04117419943213463,0.0035648520570248365,0.46081793308258057,0.04335601255297661,0.011391926556825638,,
4,139,-0.11460880190134048,0.006975574418902397,0.4798784852027893,0.11698538810014725,0.01445057988166809,,
4,149,0.05640595033764839,-0.0027820926625281572,0.48223602771759033,-0.05400478094816208,0.014812102541327477,,
4,159,-1.3018535375595093,0.020158488303422928,0.4752860963344574,1.3041592836380005,0.009183116257190704,,
4,159,,,,,,0.47755420207977295,-0.0005273920251056552
5,169,0.10740061104297638,-0.007734549231827259,0.48344242572784424,-0.1049991101026535,0.012611642479896545,,
5,179,-0.015381152741611004,0.001340667367912829,0.4820871949195862,0.01776938885450363,0.01256701722741127,,
5,189,0.08060680329799652,-0.0030641313642263412,0.465894490480423,-0.07837457209825516,0.012105336412787437,,
5,191,,,,,,0.4603661596775055,-0.000527556287124753
6,199,-0.0786631852388382,0.003927655052393675,0.45932939648628235,0.08082926273345947,0.010986940003931522,,
6,209,-0.2625841200351715,0.019612504169344902,0.44508224725723267,0.2646389603614807,0.01446076575666666,,
6,219,-0.024833889678120613,0.0014423757093027234,0.43018513917922974,0.026744045317173004,0.011682533659040928,,
6,223,,,,,,0.4304610788822174,-0.0005298094474710524
7,229,-0.023731239140033722,0.0016945847310125828,0.44113221764564514,0.025743477046489716,0.012987089343369007,,
7,239,-0.10856344550848007,0.0048416429199278355,0.43948280811309814,0.11053506284952164,0.007908105850219727,,
7,249,-0.1110476702451706,0.005473893601447344,0.4308200776576996,0.1129472628235817,0.008576412685215473,,
7,255,,,,,,0.426280677318573,-0.0005258704768493772
8,259,-0.014685182832181454,0.0011247503571212292,0.4226520359516144,0.016525715589523315,0.010661306791007519,,
8,269,-0.09625275433063507,0.004458848852664232,0.41640177369117737,0.09803061932325363,0.0086721982806921,,
8,279,-0.0700201466679573,0.0028599633369594812,0.3955921530723572,0.07162994146347046,0.00879722647368908,,
8,287,,,,,,0.39086002111434937,-0.0005275511648505926
9,289,-0.04728331416845322,0.003433899488300085,0.39318031072616577,0.0488688088953495,0.007804505527019501,,
9,299,-0.1156732514500618,0.005507680121809244,0.3800794184207916,0.11717136204242706,0.010520410723984241,,
9,309,0.05905095860362053,-0.0022505607921630144,0.366323322057724,-0.057661958038806915,0.00925824511796236,,
9,319,-1.2999722957611084,0.01591465063393116,0.3720799684524536,1.3013856410980225,0.005663671530783176,,
9,319,,,,,,0.3734569549560547,-0.0005274441791698337
10,329,0.10465729981660843,-0.006059502717107534,0.38367021083831787,-0.10314131528139114,0.00864100456237793,,
10,339,-0.01248214766383171,0.0008363439701497555,0.3816492259502411,0.013973087072372437,0.006792676169425249,,
10,349,0.07841003686189651,-0.002452150220051408,0.3797239065170288,-0.07694099843502045,0.005363964941352606,,
10,351,,,,,,0.38199955224990845,-0.0005252042901702225
11,359,-0.08484106510877609,0.003399376291781664,0.37445175647735596,0.08627438545227051,0.006162943318486214,,
11,369,-0.2647952735424042,0.01605205610394478,0.36254385113716125,0.2661402225494385,0.006053658202290535,,
11,379,-0.029005546122789383,0.0013070479035377502,0.34460923075675964,0.030218271538615227,0.004986257292330265,,
11,383,,,,,,0.3407987058162689,-0.0005242436891421676
12,389,-0.027398111298680305,0.0014338197652250528,0.3360096216201782,0.028553932905197144,0.005311058834195137,,
12,399,-0.11042275279760361,0.003656070213764906,0.3289421498775482,0.11153087019920349,0.005168692674487829,,
12,409,-0.11022496968507767,0.003992303274571896,0.3178102970123291,0.1112624779343605,0.005449295975267887,,
12,415,,,,,,0.31233274936676025,-0.0005235437420196831
13,419,-0.014426806941628456,0.0007499005878344178,0.30438321828842163,0.015382989309728146,0.005864756181836128,,
13,429,-0.09531065076589584,0.0030807536095380783,0.29318967461586,0.0961974635720253,0.005392188671976328,,
13,439,-0.06851062923669815,0.0019883248023688793,0.28309574723243713,0.06934138387441635,0.005788520444184542,,
13,447,,,,,,0.2975468337535858,-0.0005232592229731381
14,449,-0.04832854121923447,0.0026501337997615337,0.30105069279670715,0.04925628378987312,0.00425982428714633,,
14,459,-0.11773241311311722,0.004770268220454454,0.3232668340206146,0.11880233883857727,0.004947892855852842,,
14,469,0.05475880950689316,-0.0018390864133834839,0.3213539123535156,-0.05370665341615677,0.0038635684177279472,,
14,479,-1.319231390953064,0.013301421888172626,0.3141231834888458,1.320237636566162,0.003888665232807398,,
14,479,,,,,,0.31590721011161804,-0.0005228762165643275
15,489,0.10585173964500427,-0.004990370012819767,0.31052547693252563,-0.10486757010221481,0.0039588939398527145,,
15,499,-0.016850877553224564,0.0008311013807542622,0.29897722601890564,0.017766006290912628,0.004221333656460047,,
15,509,0.07669256627559662,-0.0018242348451167345,0.2856591045856476,-0.07585892826318741,0.0035063147079199553,,
15,511,,,,,,0.28324463963508606,-0.0005213414551690221
