epoch,step,train/loss,train/mean_return,train/position_magnitude,train/return,train/turnover,val/position_magnitude,val/return
16,529,-7.041760444641113,0.07051367312669754,0.9750476479530334,0.07051367312669754,1.1026394367218018,,
16,539,-1.7011348009109497,0.017108144238591194,0.9770439863204956,0.017108144238591194,0.46459880471229553,,
16,543,,,,,,0.977728545665741,0.0009156725718639791
17,549,-2.404705762863159,0.024140937253832817,0.9589809775352478,0.024140937253832817,0.6707404851913452,,
17,559,-3.5249979496002197,0.03534845635294914,0.9916621446609497,0.03534845635294914,0.44338834285736084,,
17,569,-5.169663429260254,0.05179246515035629,0.9726006984710693,0.05179246515035629,0.5565153956413269,,
17,575,,,,,,0.9705697894096375,0.001277723116800189
18,579,-2.9232664108276367,0.029328668490052223,0.9737088680267334,0.029328668490052223,0.7229965329170227,,
18,589,-3.0917000770568848,0.031013457104563713,0.9773352146148682,0.031013457104563713,0.6525171995162964,,
18,599,-2.0453944206237793,0.020551424473524094,0.9849398136138916,0.020551424473524094,0.8011161684989929,,
18,607,,,,,,0.9814701676368713,0.0007241323473863304
19,609,-4.873995780944824,0.048839274793863297,0.996558427810669,0.048839274793863297,0.5058361887931824,,
19,619,-4.0179829597473145,0.04027635231614113,0.9750338792800903,0.04027635231614113,0.8491926193237305,,
19,629,-3.315828800201416,0.03325575590133667,0.9847196936607361,0.03325575590133667,0.8801280856132507,,
19,639,-4.2425336837768555,0.04252498596906662,0.9982491731643677,0.04252498596906662,0.00021631187701132149,,
19,639,,,,,,0.9913253784179688,0.0006764390855096281
20,649,1.1667592525482178,-0.011568296700716019,0.9963986873626709,-0.011568296700716019,0.37829574942588806,,
20,659,-3.8332741260528564,0.03843091055750847,0.986918568611145,0.03843091055750847,0.46534138917922974,,
20,669,-2.2500734329223633,0.022594016045331955,0.9524074196815491,0.022594016045331955,0.5842642784118652,,
20,671,,,,,,0.9837159514427185,0.0010886890813708305
21,679,-4.6080322265625,0.04617736116051674,0.9835198521614075,0.04617736488580704,0.5579838752746582,,
21,689,-5.708382606506348,0.05717671662569046,0.9510189890861511,0.05717672035098076,1.1609561443328857,,
21,699,-0.3802025318145752,0.0038995081558823586,0.9857019782066345,0.0038995081558823586,1.0475300550460815,,
21,703,,,,,,0.988620400428772,0.0007353434339165688
22,709,-1.7552539110183716,0.017652174457907677,0.9981749057769775,0.017652174457907677,0.31676870584487915,,
22,719,-3.340041160583496,0.03349882364273071,0.989238440990448,0.03349882364273071,0.3979640603065491,,
22,729,-4.931774139404297,0.0494125597178936,0.9668288826942444,0.0494125597178936,0.8595291972160339,,
22,735,,,,,,0.9876217842102051,0.0009494893602095544
23,739,-2.432347059249878,0.024421080946922302,0.9834234714508057,0.024421080946922302,0.7908868789672852,,
23,749,-3.441256284713745,0.0345112606883049,0.9927351474761963,0.0345112606883049,0.5690763592720032,,
23,759,-2.355426073074341,0.023650910705327988,0.9777653217315674,0.023650910705327988,0.7713703513145447,,
23,767,,,,,,0.9831395149230957,0.001156624173745513
24,769,-8.457283973693848,0.08466532081365585,0.9466962814331055,0.08466532081365585,0.9412546753883362,,
24,779,-3.353273630142212,0.03363009914755821,0.9831502437591553,0.03363009914755821,0.9845554232597351,,
24,789,-2.340043067932129,0.02349824830889702,0.9863882064819336,0.02349824830889702,0.8868658542633057,,
24,799,-4.243889331817627,0.04253850877285004,0.9980753660202026,0.04253850877285004,0.3988422751426697,,
24,799,,,,,,0.9891238212585449,0.0007677670801058412
25,809,0.39769411087036133,-0.003881695680320263,0.9672441482543945,-0.003881695680320263,0.8954886794090271,,
25,819,-4.450527667999268,0.04460151866078377,0.9756456017494202,0.04460151493549347,0.9100823998451233,,
25,829,-2.162569284439087,0.02172418311238289,0.9906068444252014,0.02172418311238289,0.47579386830329895,,
25,831,,,,,,0.9920008778572083,0.0007659297552891076
26,839,-4.14914083480835,0.04158934950828552,0.9861285090446472,0.04158934950828552,0.33739951252937317,,
26,849,-5.280726432800293,0.052904825657606125,0.9849145412445068,0.052904825657606125,1.13350510597229,,
26,859,-0.06871278584003448,0.0007856405572965741,0.9918493628501892,0.0007856405572965741,0.9230611324310303,,
26,863,,,,,,0.9975826144218445,0.0008731165435165167
27,869,-2.1956253051757812,0.022054091095924377,0.9857401251792908,0.022054091095924377,0.7379143834114075,,
27,879,-4.0266618728637695,0.040366001427173615,0.9968348741531372,0.040366001427173615,0.7268626093864441,,
27,889,-4.508162975311279,0.04517943039536476,0.9848973155021667,0.04517943039536476,0.8832172155380249,,
27,895,,,,,,0.9867257475852966,0.0008804883691482246
28,899,-2.686929702758789,0.02696760930120945,0.9880310893058777,0.02696760930120945,0.7925745844841003,,
28,909,-1.8824642896652222,0.018923375755548477,0.9927086234092712,0.018923375755548477,0.8816031217575073,,
28,919,-2.8501956462860107,0.028601106256246567,0.994691014289856,0.028601104393601418,0.8568499684333801,,
28,927,,,,,,0.9904516339302063,0.0010939562926068902
29,929,-7.887523174285889,0.07896990329027176,0.9626452922821045,0.07896990329027176,1.0011405944824219,,
29,939,-4.049635410308838,0.04059204086661339,0.9735392332077026,0.04059204086661339,0.9999122619628906,,
29,949,-2.236525535583496,0.02246338315308094,0.9882857203483582,0.02246338315308094,0.8330026865005493,,
29,959,-4.2468366622924805,0.042556390166282654,0.9213120937347412,0.042556390166282654,0.3064064383506775,,
29,959,,,,,,0.9956942200660706,0.0007472882280126214
30,969,1.7329905033111572,-0.017234129831194878,0.9718860983848572,-0.017234129831194878,0.7351392507553101,,
30,979,-6.293623447418213,0.06303450465202332,0.9905411601066589,0.06303450465202332,0.9796678423881531,,
30,989,-2.2763891220092773,0.02286233939230442,0.9892496466636658,0.02286233939230442,0.5370343923568726,,
30,991,,,,,,0.9848155975341797,0.0011343705700710416
31,999,-3.9059343338012695,0.03915569558739662,0.9720191955566406,0.03915569558739662,0.7152897119522095,,
31,1009,-6.809105396270752,0.0681869313120842,0.9713101983070374,0.0681869313120842,1.1412203311920166,,
31,1019,-1.539498209953308,0.015493287704885006,0.9884334206581116,0.015493287704885006,0.37503963708877563,,
31,1023,,,,,,0.9911659955978394,0.0007718788110651076
32,1029,-2.6056346893310547,0.02615433745086193,0.9861488342285156,0.02615433745086193,0.6439548134803772,,
32,1039,-3.719715118408203,0.03729633614420891,0.9953121542930603,0.03729633614420891,0.44901204109191895,,
32,1049,-4.865533351898193,0.0487523190677166,0.9795598983764648,0.0487523190677166,0.5266414880752563,,
32,1055,,,,,,0.9966637492179871,0.0008494507637806237
