epoch,step,train/loss,train/mean_return,train/position_magnitude,train/sharpe,train/turnover,val/position_magnitude,val/return
0,9,0.11822455376386642,-0.0030243645887821913,0.17425300180912018,-0.11056668311357498,0.014705073088407516,,
0,19,-0.008407382294535637,0.0004911503056064248,0.21600301563739777,0.014825094491243362,0.011900145560503006,,
0,29,0.08500760793685913,-0.001724265981465578,0.2550922930240631,-0.08062616735696793,0.007460586726665497,,
0,31,,,,,,0.2638060748577118,-0.0005233316333033144
1,39,-0.08248700946569443,0.0025044630747288465,0.2730619013309479,0.0871276780962944,0.007789259310811758,,
1,49,-0.2592053711414337,0.012314928695559502,0.2824149429798126,0.26288077235221863,0.005755090620368719,,
1,59,-0.024313466623425484,0.000976785202510655,0.2877963185310364,0.027043908834457397,0.003804148407652974,,
1,63,,,,,,0.27482640743255615,-0.0005230014212429523
2,69,-0.02461951971054077,0.001032624626532197,0.24856537580490112,0.02771245315670967,0.00494975782930851,,
2,79,-0.10692228376865387,0.0024512542877346277,0.22439241409301758,0.10986524820327759,0.004878528416156769,,
2,89,-0.10712140798568726,0.002825902309268713,0.22837799787521362,0.10970816761255264,0.004130077548325062,,
2,95,,,,,,0.23328019678592682,-0.0005227876827120781
3,99,-0.015535031445324421,0.00067106046481058,0.2337004393339157,0.017839325591921806,0.003516031429171562,,
3,109,-0.0910879448056221,0.0023592018987983465,0.23093292117118835,0.09352102875709534,0.0037993378937244415,,
3,119,-0.0691000297665596,0.00165363063570112,0.22856420278549194,0.07152241468429565,0.003799704136326909,,
3,127,,,,,,0.23133589327335358,-0.0005221741739660501
4,129,-0.04550515487790108,0.0019935471937060356,0.2324398308992386,0.047997988760471344,0.003904881188645959,,
4,139,-0.11616043001413345,0.0033921287395060062,0.23101872205734253,0.11841782182455063,0.003447196213528514,,
4,149,0.05761619284749031,-0.0013507534749805927,0.22881664335727692,-0.05530218407511711,0.003580650081858039,,
4,159,-1.3115789890289307,0.009880821220576763,0.2308914214372635,1.313979983329773,0.0037354291416704655,,
4,159,,,,,,0.2290164679288864,-0.000521995360031724
5,169,0.10505915433168411,-0.003713843412697315,0.23573285341262817,-0.10323638468980789,0.0025339971762150526,,
5,179,-0.016627712175250053,0.0006876250845380127,0.23586811125278473,0.018681492656469345,0.002994741778820753,,
5,189,0.07822998613119125,-0.0015056077390909195,0.23487281799316406,-0.0763363242149353,0.0026839016936719418,,
5,191,,,,,,0.23524533212184906,-0.0005212333053350449
