epoch,step,train/loss,train/mean_return,train/position_magnitude,train/sharpe,train/turnover,val/position_magnitude,val/return
6,199,-0.08335445821285248,0.002185278804972768,0.24252673983573914,0.08504713326692581,0.002208894118666649,,
6,209,-0.2626337707042694,0.01072473730891943,0.24456508457660675,0.2643602192401886,0.002256534295156598,,
6,219,-0.026944519951939583,0.0008751421119086444,0.24315132200717926,0.028729211539030075,0.0023868593852967024,,
6,223,,,,,,0.24084237217903137,-0.0005211032694205642
7,229,-0.026876818388700485,0.0010250941850245,0.23994602262973785,0.028383620083332062,0.0018620728515088558,,
7,239,-0.1107877865433693,0.0026272605173289776,0.23524321615695953,0.11196613311767578,0.0012498856522142887,,
7,249,-0.10907663404941559,0.00285002076998353,0.2283446043729782,0.110322006046772,0.0014478904195129871,,
7,255,,,,,,0.22465099394321442,-0.0005209970404393971
8,259,-0.017849914729595184,0.0006792410276830196,0.2218686193227768,0.019074581563472748,0.0014647787902504206,,
8,269,-0.09658385068178177,0.0023022289387881756,0.2154286950826645,0.09792191535234451,0.0017478977097198367,,
8,279,-0.07325588166713715,0.0015998110175132751,0.21233446896076202,0.07448785752058029,0.0015621943166479468,,
8,287,,,,,,0.21424902975559235,-0.0005220873863436282
9,289,-0.047999270260334015,0.001895715482532978,0.2150152325630188,0.04916248470544815,0.001401777844876051,,
9,299,-0.11836596578359604,0.0031860077288001776,0.21500474214553833,0.11935243010520935,0.0010483638616278768,,
9,309,0.05472803860902786,-0.0012230692664161325,0.21307510137557983,-0.05375295132398605,0.0010421344777569175,,
9,319,-1.3213915824890137,0.008984116837382317,0.21120594441890717,1.3223063945770264,0.0009375227964483202,,
9,319,,,,,,0.210902139544487,-0.0005215618293732405
10,329,0.10597646236419678,-0.003360508242622018,0.208871528506279,-0.10507680475711823,0.0009267451823689044,,
10,339,-0.017818646505475044,0.0005959772388450801,0.20351721346378326,0.018803562968969345,0.001141423941589892,,
10,349,0.07626254856586456,-0.0012753303162753582,0.20135249197483063,-0.07543632388114929,0.0008415696211159229,,
10,351,,,,,,0.20097039639949799,-0.0005213976837694645
11,359,-0.08597012609243393,0.0018389702308923006,0.20024557411670685,0.08683076500892639,0.000919292971957475,,
11,369,-0.2648564875125885,0.008697829209268093,0.1974239945411682,0.26572492718696594,0.0009573186980560422,,
11,379,-0.02680470235645771,0.0006668209098279476,0.19292248785495758,0.027578923851251602,0.000804049544967711,,
11,383,,,,,,0.19033747911453247,-0.0005217668949626386
12,389,-0.027539001777768135,0.0008011003956198692,0.18745185434818268,0.02836526744067669,0.0009497510036453605,,
12,399,-0.11148511618375778,0.002066704211756587,0.18432468175888062,0.11221734434366226,0.0007849327521398664,,
12,409,-0.11064005643129349,0.002335104625672102,0.18522031605243683,0.11132728308439255,0.0006883119349367917,,
12,415,,,,,,0.1870395541191101,-0.0005213461117818952
13,419,-0.018103834241628647,0.0005700252950191498,0.18848319351673126,0.0188021007925272,0.0006860058638267219,,
13,429,-0.09645696729421616,0.0020023533143103123,0.18873822689056396,0.0971866026520729,0.0007468145340681076,,
13,439,-0.07479079067707062,0.0014038668014109135,0.18419180810451508,0.07546716183423996,0.000674203154630959,,
13,447,,,,,,0.1804756075143814,-0.0005214746342971921
14,449,-0.048833176493644714,0.0016010949620977044,0.18072743713855743,0.049467697739601135,0.0006157862953841686,,
14,459,-0.11880463361740112,0.0026603417936712503,0.17943890392780304,0.11941274255514145,0.000572246324736625,,
14,469,0.05393781140446663,-0.0010009800316765904,0.17560556530952454,-0.05340156704187393,0.0004557344946078956,,
14,479,-1.3223670721054077,0.007344400975853205,0.17246150970458984,1.3228703737258911,0.00041179757681675255,,
14,479,,,,,,0.17111574113368988,-0.0005215953569859266
15,489,0.10560532659292221,-0.002673810813575983,0.1661805510520935,-0.10504337400197983,0.0005715815932489932,,
15,499,-0.017756877467036247,0.0004675707605201751,0.1638128161430359,0.018324822187423706,0.0005991890793666244,,
15,509,0.07628603279590607,-0.0010316165862604976,0.16208328306674957,-0.07576308399438858,0.0005204680492170155,,
15,511,,,,,,0.16157840192317963,-0.0005216263234615326
16,519,-0.08599548786878586,0.0014677948784083128,0.16046534478664398,0.0864521786570549,0.00039840248064137995,,
16,529,-0.26511648297309875,0.006929364521056414,0.15724080801010132,0.265569806098938,0.00041214487282559276,,
16,539,-0.027971787378191948,0.0005474965437315404,0.15363818407058716,0.028422001749277115,0.00042832852341234684,,
16,543,,,,,,0.1529827117919922,-0.0005215933779254556
17,549,-0.02751392126083374,0.0006486372440122068,0.15358120203018188,0.02798268012702465,0.0004657705139834434,,
17,559,-0.11172263324260712,0.0017088690074160695,0.15272514522075653,0.11216606944799423,0.0004203694697935134,,
17,569,-0.11060695350170135,0.00190010666847229,0.151005819439888,0.11103642731904984,0.0004028826078865677,,
17,575,,,,,,0.15092410147190094,-0.0005217923899181187
18,579,-0.01868455670773983,0.000467060279333964,0.15236502885818481,0.01908509060740471,0.0003367617027834058,,
18,589,-0.09661192446947098,0.0016022740164771676,0.15122082829475403,0.09703265875577927,0.00038411273271776736,,
18,599,-0.07504163682460785,0.0011134546948596835,0.14625710248947144,0.07544528692960739,0.0003794694785028696,,
18,607,,,,,,0.1449839025735855,-0.0005218080477789044
19,609,-0.04896168038249016,0.0012823017314076424,0.14535365998744965,0.049302276223897934,0.00025864067720249295,,
19,619,-0.11952929198741913,0.0021573191042989492,0.1448211967945099,0.11989481002092361,0.0003115693398285657,,
19,629,0.05399191752076149,-0.0008111406932584941,0.1416402906179428,-0.05364154651761055,0.000299500476103276,,
19,639,-1.3218457698822021,0.005824564956128597,0.1367804855108261,1.3221179246902466,0.00017015470075421035,,
19,639,,,,,,0.13659560680389404,-0.0005217426805756986
20,649,0.104612335562706,-0.0021551530808210373,0.13501429557800293,-0.10428141802549362,0.00029725770582444966,,
20,659,-0.018100161105394363,0.0003801406710408628,0.13262905180454254,0.018418584018945694,0.0002850355813279748,,
20,669,0.07584483176469803,-0.0008222621399909258,0.12961599230766296,-0.07555459439754486,0.00024447179748676717,,
20,671,,,,,,0.12896697223186493,-0.0005219947197474539
21,679,-0.08534585684537888,0.0011522931745275855,0.12706595659255981,0.08568587154150009,0.00035710647352971137,,
21,689,-0.2653430104255676,0.005612331908196211,0.12734942138195038,0.2656708359718323,0.00033126786001957953,,
21,699,-0.028001822531223297,0.00045786696136929095,0.1290990263223648,0.028307059779763222,0.00027714192401617765,,
21,703,,,,,,0.1288169026374817,-0.0005217985599301755
22,709,-0.027748100459575653,0.000542941561434418,0.12851819396018982,0.028040088713169098,0.00025363470194861293,,
22,719,-0.11188184469938278,0.0014180723810568452,0.12666423618793488,0.11212996393442154,0.00017536254017613828,,
22,729,-0.11137369275093079,0.0015882604056969285,0.1256496161222458,0.11163759976625443,0.00021205947268754244,,
22,735,,,,,,0.12473803013563156,-0.0005217762081883848
