,selic,usd_brl,ibc_br,ipca_mom,pib_yoy,selic_change,usd_ret,usd_vol_20d,ibc_br_yoy,ipca_12m,juro_real
2010-01-04,0.0875,1.7232,88.30825,30.402199999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0875
2010-01-05,0.0875,1.7219,88.30825,30.402199999999997,0.0,0.0,-0.0007546951099840252,0.0,0.0,0.0,0.0875
2010-01-06,0.0875,1.7329,88.30825,30.402199999999997,0.0,0.0,0.006367973354059673,0.0,0.0,0.0,0.0875
2010-01-07,0.0875,1.7405,88.30825,30.402199999999997,0.0,0.0,0.00437612260529387,0.0,0.0,0.0,0.0875
2010-01-08,0.0875,1.7382,88.30825,30.402199999999997,0.0,0.0,-0.0013223332481338231,0.0,0.0,0.0,0.0875
2010-01-09,0.0875,1.7382,88.30825,30.402199999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0875
2010-01-10,0.0875,1.7382,88.30825,30.402199999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0875
2010-01-11,0.0875,1.7315,88.30825,30.402199999999997,0.0,0.0,-0.003862010160883071,0.0,0.0,0.0,0.0875
2010-01-12,0.0875,1.7431,88.30825,30.402199999999997,0.0,0.0,0.0066770523783430645,0.0,0.0,0.0,0.0875
2010-01-13,0.0875,1.7434,88.30825,30.402199999999997,0.0,0.0,0.00017209235665597563,0.0,0.0,0.0,0.0875
2010-01-14,0.0875,1.764,88.30825,30.402199999999997,0.0,0.0,0.011746727989260916,0.0,0.0,0.0,0.0875
2010-01-15,0.0875,1.7703,88.30825,30.402199999999997,0.0,0.0,0.0035650661644961446,0.0,0.0,0.0,0.0875
2010-01-16,0.0875,1.7703,88.30825,30.402199999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0875
2010-01-17,0.0875,1.7703,88.30825,30.402199999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0875
2010-01-18,0.0875,1.7713,88.30825,30.402199999999997,0.0,0.0,0.0005647165273184044,0.0,0.0,0.0,0.0875
2010-01-19,0.0875,1.7739,88.30825,30.402199999999997,0.0,0.0,0.0014667722363426738,0.0,0.0,0.0,0.0875
2010-01-20,0.0875,1.7846,88.30825,30.402199999999997,0.0,0.0,0.006013787971157062,0.003624400166651873,0.0,0.0,0.0875
2010-01-21,0.0875,1.7895,88.30825,30.402199999999997,0.0,0.0,0.00274195074002954,0.0036065124964321685,0.0,0.0,0.0875
2010-01-22,0.0875,1.8179,88.30825,30.402199999999997,0.0,0.0,0.015745737517935555,0.004719602556799093,0.0,0.0,0.0875
2010-01-23,0.0875,1.8179,88.30825,30.402199999999997,0.0,0.0,0.0,0.004719602556799093,0.0,0.0,0.0875
2010-01-24,0.0875,1.8179,88.30825,30.402199999999997,0.0,0.0,0.0,0.004719602556799093,0.0,0.0,0.0875
2010-01-25,0.0875,1.8186,88.30825,30.402199999999997,0.0,0.0,0.0003849855677962989,0.004682750259784762,0.0,0.0,0.0875
2010-01-26,0.0875,1.8359,88.30825,30.402199999999997,0.0,0.0,0.009467850174347448,0.004857474893089604,0.0,0.0,0.0875
2010-01-27,0.0875,1.8505,88.30825,30.402199999999997,0.0,0.0,0.007921048360050635,0.004977859090103753,0.0,0.0,0.0875
2010-01-28,0.0875,1.8552,88.30825,30.402199999999997,0.0,0.0,0.00253663411511121,0.00487255917846287,0.0,0.0,0.0875
2010-01-29,0.0875,1.874,88.30825,30.402199999999997,0.0,0.0,0.010082676857045588,0.005036661337017614,0.0,0.0,0.0875
2010-01-30,0.0875,1.874,88.30825,30.402199999999997,0.0,0.0,0.0,0.005036661337017614,0.0,0.0,0.0875
2010-01-31,0.0875,1.874,88.30825,30.402199999999997,0.0,0.0,0.0,0.004797358410831208,0.0,0.0,0.0875
2010-02-01,0.0875,1.8765,89.57084,30.6393,0.0,0.0,0.0013331557767080303,0.004786538409513577,0.0,0.0,0.0875
2010-02-02,0.0875,1.8355,89.57084,30.6393,0.0,0.0,-0.022091415638186614,0.007478756321443982,0.0,0.0,0.0875
2010-02-03,0.0875,1.8329,89.57084,30.6393,0.0,0.0,-0.0014175119590868171,0.007203186765980385,0.0,0.0,0.0875
2010-02-04,0.0875,1.8707,89.57084,30.6393,0.0,0.0,0.020413280377056683,0.008306866521317922,0.0,0.0,0.0875
2010-02-05,0.0875,1.8745,89.57084,30.6393,0.0,0.0,0.002029264821107835,0.008283764867978738,0.0,0.0,0.0875
2010-02-06,0.0875,1.8745,89.57084,30.6393,0.0,0.0,0.0,0.008283764867978738,0.0,0.0,0.0875
2010-02-07,0.0875,1.8745,89.57084,30.6393,0.0,0.0,0.0,0.008292956354494252,0.0,0.0,0.0875
2010-02-08,0.0875,1.8722,89.57084,30.6393,0.0,0.0,-0.0012277472383224036,0.00833805758306382,0.0,0.0,0.0875
2010-02-09,0.0875,1.8542,89.57084,30.6393,0.0,0.0,-0.009660873764762245,0.008736981932173475,0.0,0.0,0.0875
2010-02-10,0.0875,1.8475,89.57084,30.6393,0.0,0.0,-0.0036199623505252763,0.008820623008903627,0.0,0.0,0.0875
2010-02-11,0.0875,1.8508,89.57084,30.6393,0.0,0.0,0.0017846042104877526,0.008170251922865744,0.0,0.0,0.0875
2010-02-12,0.0875,1.8662,89.57084,30.6393,0.0,0.0,0.008286299767077154,0.008330902018559393,0.0,0.0,0.0875
2010-02-13,0.0875,1.8662,89.57084,30.6393,0.0,0.0,0.0,0.008330902018559393,0.0,0.0,0.0875
2010-02-14,0.0875,1.8662,89.57084,30.6393,0.0,0.0,0.0,0.008333598881752554,0.0,0.0,0.0875
2010-02-15,0.0875,1.8662,89.57084,30.6393,0.0,0.0,0.0,0.00811064508985862,0.0,0.0,0.0875
2010-02-16,0.0875,1.8662,89.57084,30.6393,0.0,0.0,0.0,0.007937104328702213,0.0,0.0,0.0875
2010-02-17,0.0875,1.8305,89.57084,30.6393,0.0,0.0,-0.019315124239630777,0.00905591017357389,0.0,0.0,0.0875
2010-02-18,0.0875,1.8258,89.57084,30.6393,0.0,0.0,-0.0025709064293104548,0.008700163810611597,0.0,0.0,0.0875
2010-02-19,0.0875,1.8108,89.57084,30.6393,0.0,0.0,-0.008249510569176896,0.008829734937470192,0.0,0.0,0.0875
2010-02-20,0.0875,1.8108,89.57084,30.6393,0.0,0.0,0.0,0.008829734937470192,0.0,0.0,0.0875
2010-02-21,0.0875,1.8108,89.57084,30.6393,0.0,0.0,0.0,0.008810521248936467,0.0,0.0,0.0875
2010-02-22,0.0875,1.8038,89.57084,30.6393,0.0,0.0,-0.003873185830195657,0.0074345749370112076,0.0,0.0,0.0875
2010-02-23,0.0875,1.8178,89.57084,30.6393,0.0,0.0,0.007731427953062197,0.007676705632572801,0.0,0.0,0.0875
2010-02-24,0.0875,1.8195,89.57084,30.6393,0.0,0.0,0.0009347593675444025,0.005932923401757448,0.0,0.0,0.0875
2010-02-25,0.0875,1.8356,89.57084,30.6393,0.0,0.0,0.00880966546846389,0.006319568101865774,0.0,0.0,0.0875
2010-02-26,0.0875,1.8102,89.57084,30.6393,0.0,0.0,-0.013934067127607969,0.006935915998533437,0.0,0.0,0.0875
2010-02-27,0.0875,1.8102,89.57084,30.6393,0.0,0.0,0.0,0.006935915998533437,0.0,0.0,0.0875
2010-02-28,0.0875,1.8102,89.57084,30.6393,0.0,0.0,0.0,0.006946162733811912,0.0,0.0,0.0875
2010-03-01,0.0875,1.7992,100.68303,30.7986,0.0,0.0,-0.00609521474796459,0.006774277383340978,0.0,0.0,0.0875
2010-03-02,0.0875,1.7843,100.68303,30.7986,0.0,0.0,-0.008315940207722826,0.006930989947187679,0.0,0.0,0.0875
2010-03-03,0.0875,1.7838,100.68303,30.7986,0.0,0.0,-0.0002802612052760836,0.0068909824569986155,0.0,0.0,0.0875
2010-03-04,0.0875,1.788,100.68303,30.7986,0.0,0.0,0.0023517565013524023,0.006551224544522253,0.0,0.0,0.0875
2010-03-05,0.0875,1.7816,100.68303,30.7986,0.0,0.0,-0.0035858397903015924,0.0065386216595770845,0.0,0.0,0.0875
2010-03-06,0.0875,1.7816,100.68303,30.7986,0.0,0.0,0.0,0.0065386216595770845,0.0,0.0,0.0875
2010-03-07,0.0875,1.7816,100.68303,30.7986,0.0,0.0,0.0,0.0065386216595770845,0.0,0.0,0.0875
2010-03-08,0.0875,1.7818,100.68303,30.7986,0.0,0.0,0.00011225234338546291,0.00654076539668128,0.0,0.0,0.0875
2010-03-09,0.0875,1.7891,100.68303,30.7986,0.0,0.0,0.00408861080923358,0.005318386813969256,0.0,0.0,0.0875
2010-03-10,0.0875,1.7708,100.68303,30.7986,0.0,0.0,-0.010281278237791194,0.005693503048181166,0.0,0.0,0.0875
2010-03-11,0.0875,1.7685,100.68303,30.7986,0.0,0.0,-0.0012996922124506862,0.005469439626186625,0.0,0.0,0.0875
2010-03-12,0.0875,1.7629,100.68303,30.7986,0.0,0.0,-0.003171549353837612,0.005479338330698386,0.0,0.0,0.0875
2010-03-13,0.0875,1.7629,100.68303,30.7986,0.0,0.0,0.0,0.005479338330698386,0.0,0.0,0.0875
2010-03-14,0.0875,1.7629,100.68303,30.7986,0.0,0.0,0.0,0.005453495390120758,0.0,0.0,0.0875
2010-03-15,0.0875,1.7636,100.68303,30.7986,0.0,0.0,0.00039699419208494524,0.005057265550770799,0.0,0.0,0.0875
2010-03-16,0.0875,1.7658,100.68303,30.7986,0.0,0.0,0.0012466709836994562,0.0050656867438405705,0.0,0.0,0.0875
2010-03-17,0.0875,1.7632,100.68303,30.7986,0.0,0.0,-0.0014735055088867049,0.004448714071691962,0.0,0.0,0.0875
2010-03-18,0.0875,1.784,100.68303,30.7986,0.0,0.0,0.011727694181359343,0.004529145511122683,0.0,0.0,0.0875
2010-03-19,0.0875,1.7946,100.68303,30.7986,0.0,0.0,0.005924121724002674,0.004766811996381811,0.0,0.0,0.0875
2010-03-20,0.0875,1.7946,100.68303,30.7986,0.0,0.0,0.0,0.004766811996381811,0.0,0.0,0.0875
2010-03-21,0.0875,1.7946,100.68303,30.7986,0.0,0.0,0.0,0.004576793459249096,0.0,0.0,0.0875
2010-03-22,0.0875,1.8022,100.68303,30.7986,0.0,0.0,0.00422598493697972,0.004242910568517362,0.0,0.0,0.0875
2010-03-23,0.0875,1.7805,100.68303,30.7986,0.0,0.0,-0.012113917083104548,0.005096554507689599,0.0,0.0,0.0875
2010-03-24,0.0875,1.7896,100.68303,30.7986,0.0,0.0,0.005097907458087471,0.005201780198913232,0.0,0.0,0.0875
2010-03-25,0.0875,1.8,100.68303,30.7986,0.0,0.0,0.005794533708336091,0.005279511537364669,0.0,0.0,0.0875
2010-03-26,0.0875,1.8223,100.68303,30.7986,0.0,0.0,0.01231277460775331,0.005898102428779936,0.0,0.0,0.0875
2010-03-27,0.0875,1.8223,100.68303,30.7986,0.0,0.0,0.0,0.005898102428779936,0.0,0.0,0.0875
2010-03-28,0.0875,1.8223,100.68303,30.7986,0.0,0.0,0.0,0.005899174578572065,0.0,0.0,0.0875
2010-03-29,0.0875,1.8056,100.68303,30.7986,0.0,0.0,-0.009206492988683524,0.006284027163330331,0.0,0.0,0.0875
2010-03-30,0.0875,1.7944,100.68303,30.7986,0.0,0.0,-0.006222242297327482,0.0059769402652563655,0.0,0.0,0.0875
2010-03-31,0.0875,1.7802,100.68303,30.7986,0.0,0.0,-0.007944986681167429,0.00626929020291159,0.0,0.0,0.0875
2010-04-01,0.0875,1.7693,96.07002,30.9742,0.026000000000000002,0.0,-0.0061417294058739485,0.00639059976906237,0.0,0.0,0.0875
2010-04-02,0.0875,1.7693,96.07002,30.9742,0.026000000000000002,0.0,0.0,0.00639059976906237,0.0,0.0,0.0875
2010-04-03,0.0875,1.7693,96.07002,30.9742,0.026000000000000002,0.0,0.0,0.00639059976906237,0.0,0.0,0.0875
2010-04-04,0.0875,1.7693,96.07002,30.9742,0.026000000000000002,0.0,0.0,0.006390510733302147,0.0,0.0,0.0875
2010-04-05,0.0875,1.7565,96.07002,30.9742,0.026000000000000002,0.0,-0.0072607954130754875,0.006594356575842814,0.0,0.0,0.0875
2010-04-06,0.0875,1.7597,96.07002,30.9742,0.026000000000000002,0.0,0.0018201472518341278,0.00660368241808973,0.0,0.0,0.0875
2010-04-07,0.0875,1.7654,96.07002,30.9742,0.026000000000000002,0.0,0.003233953628416604,0.006053222567935756,0.0,0.0,0.0875
2010-04-08,0.0875,1.7798,96.07002,30.9742,0.026000000000000002,0.0,0.008123704836629341,0.006194867763143158,0.0,0.0,0.0875
2010-04-09,0.0875,1.7722,96.07002,30.9742,0.026000000000000002,0.0,-0.004279285809559831,0.006253438103573178,0.0,0.0,0.0875
2010-04-10,0.0875,1.7722,96.07002,30.9742,0.026000000000000002,0.0,0.0,0.006253438103573178,0.0,0.0,0.0875
2010-04-11,0.0875,1.7722,96.07002,30.9742,0.026000000000000002,0.0,0.0,0.006151355664315796,0.0,0.0,0.0875
2010-04-12,0.0875,1.76,96.07002,30.9742,0.026000000000000002,0.0,-0.006907903581004598,0.005745938642609139,0.0,0.0,0.0875
2010-04-13,0.0875,1.7576,96.07002,30.9742,0.026000000000000002,0.0,-0.0013645669617969943,0.005589472233822655,0.0,0.0,0.0875
2010-04-14,0.0875,1.7438,96.07002,30.9742,0.026000000000000002,0.0,-0.007882602076685834,0.00556365028420625,0.0,0.0,0.0875
2010-04-15,0.0875,1.7475,96.07002,30.9742,0.026000000000000002,0.0,0.002119555114250793,0.004608287595923057,0.0,0.0,0.0875
2010-04-16,0.0875,1.755,96.07002,30.9742,0.026000000000000002,0.0,0.004282661792000728,0.004806049555243623,0.0,0.0,0.0875
2010-04-17,0.0875,1.755,96.07002,30.9742,0.026000000000000002,0.0,0.0,0.004806049555243623,0.0,0.0,0.0875
2010-04-18,0.0875,1.755,96.07002,30.9742,0.026000000000000002,0.0,0.0,0.0044986033791368655,0.0,0.0,0.0875
2010-04-19,0.0875,1.758,96.07002,30.9742,0.026000000000000002,0.0,0.0017079423451561158,0.004401605085242961,0.0,0.0,0.0875
2010-04-20,0.0875,1.7489,96.07002,30.9742,0.026000000000000002,0.0,-0.005189780389976809,0.004212677369916549,0.0,0.0,0.0875
2010-04-21,0.0875,1.7489,96.07002,30.9742,0.026000000000000002,0.0,0.0,0.0040293274119527454,0.0,0.0,0.0875
2010-04-22,0.0875,1.7618,96.07002,30.9742,0.026000000000000002,0.0,0.007348994820549761,0.00440277456656469,0.0,0.0,0.0875
2010-04-23,0.0875,1.7616,96.07002,30.9742,0.026000000000000002,0.0,-0.00011352670727975147,0.004402559493834397,0.0,0.0,0.0875
2010-04-24,0.0875,1.7616,96.07002,30.9742,0.026000000000000002,0.0,0.0,0.004402559493834397,0.0,0.0,0.0875
2010-04-25,0.0875,1.7616,96.07002,30.9742,0.026000000000000002,0.0,0.0,0.004078697941494056,0.0,0.0,0.0875
2010-04-26,0.0875,1.7438,96.07002,30.9742,0.026000000000000002,0.0,-0.010155846974700886,0.004657811910427041,0.0,0.0,0.0875
2010-04-27,0.0875,1.7584,96.07002,30.9742,0.026000000000000002,0.0,0.008337664655642237,0.004997880139892148,0.0,0.0,0.0875
2010-04-28,0.0875,1.755,96.07002,30.9742,0.026000000000000002,0.0,-0.0019354477493907826,0.004607161884378804,0.0,0.0,0.0875
2010-04-29,0.095,1.7313,96.07002,30.9742,0.026000000000000002,0.007500000000000007,-0.013596285514935661,0.005392126300124862,0.0,0.0,0.095
2010-04-30,0.095,1.7298,96.07002,30.9742,0.026000000000000002,0.0,-0.0008667765126190065,0.005385728619130538,0.0,0.0,0.095
2010-05-01,0.095,1.7298,95.82489,31.1074,0.026000000000000002,0.0,0.0,0.005385728619130538,0.0,0.0,0.095
2010-05-02,0.095,1.7298,95.82489,31.1074,0.026000000000000002,0.0,0.0,0.005220094859133692,0.0,0.0,0.095
2010-05-03,0.095,1.7307,95.82489,31.1074,0.026000000000000002,0.0,0.0005201560585417864,0.005227615980690764,0.0,0.0,0.095
2010-05-04,0.095,1.7549,95.82489,31.1074,0.026000000000000002,0.0,0.013885924288607665,0.005892884562242975,0.0,0.0,0.095
2010-05-05,0.095,1.7854,95.82489,31.1074,0.026000000000000002,0.0,0.01723060452570076,0.007000719482705051,0.0,0.0,0.095
2010-05-06,0.095,1.8345,95.82489,31.1074,0.026000000000000002,0.0,0.027129485050075047,0.009101010638948928,0.0,0.0,0.095
2010-05-07,0.095,1.8335,95.82489,31.1074,0.026000000000000002,0.0,-0.0005452562839561294,0.00910880890112561,0.0,0.0,0.095
2010-05-08,0.095,1.8335,95.82489,31.1074,0.026000000000000002,0.0,0.0,0.00910880890112561,0.0,0.0,0.095
2010-05-09,0.095,1.8335,95.82489,31.1074,0.026000000000000002,0.0,0.0,0.009121542634739969,0.0,0.0,0.095
2010-05-10,0.095,1.7825,95.82489,31.1074,0.026000000000000002,0.0,-0.02820983522292967,0.011285790364777162,0.0,0.0,0.095
2010-05-11,0.095,1.7835,95.82489,31.1074,0.026000000000000002,0.0,0.0005608525104952222,0.011283998340907634,0.0,0.0,0.095
2010-05-12,0.095,1.7715,95.82489,31.1074,0.026000000000000002,0.0,-0.00675108049341952,0.01130555418622064,0.0,0.0,0.095
2010-05-13,0.095,1.7729,95.82489,31.1074,0.026000000000000002,0.0,0.0007899785988079795,0.011305727086174463,0.0,0.0,0.095
2010-05-14,0.095,1.7959,95.82489,31.1074,0.026000000000000002,0.0,0.012889665120356083,0.011648727735317454,0.0,0.0,0.095
2010-05-15,0.095,1.7959,95.82489,31.1074,0.026000000000000002,0.0,0.0,0.011648727735317454,0.0,0.0,0.095
2010-05-16,0.095,1.7959,95.82489,31.1074,0.026000000000000002,0.0,0.0,0.011356152229518388,0.0,0.0,0.095
2010-05-17,0.095,1.8037,95.82489,31.1074,0.026000000000000002,0.0,0.004333821651462865,0.011263664611854135,0.0,0.0,0.095
2010-05-18,0.095,1.7913,95.82489,31.1074,0.026000000000000002,0.0,-0.006898497455097234,0.011391983105094086,0.0,0.0,0.095
2010-05-19,0.095,1.8358,95.82489,31.1074,0.026000000000000002,0.0,0.024538740563934326,0.0119918221928765,0.0,0.0,0.095
2010-05-20,0.095,1.8669,95.82489,31.1074,0.026000000000000002,0.0,0.01679894745829119,0.012342879353521238,0.0,0.0,0.095
2010-05-21,0.095,1.8702,95.82489,31.1074,0.026000000000000002,0.0,0.0017660757580645525,0.01232045653913523,0.0,0.0,0.095
2010-05-22,0.095,1.8702,95.82489,31.1074,0.026000000000000002,0.0,0.0,0.01232045653913523,0.0,0.0,0.095
2010-05-23,0.095,1.8702,95.82489,31.1074,0.026000000000000002,0.0,0.0,0.01232851748253281,0.0,0.0,0.095
2010-05-24,0.095,1.8514,95.82489,31.1074,0.026000000000000002,0.0,-0.010103267368235599,0.012469542709477133,0.0,0.0,0.095
2010-05-25,0.095,1.8803,95.82489,31.1074,0.026000000000000002,0.0,0.015489228928318019,0.012368237966882396,0.0,0.0,0.095
2010-05-26,0.095,1.8453,95.82489,31.1074,0.026000000000000002,0.0,-0.01878947267899667,0.01182305893740822,0.0,0.0,0.095
2010-05-27,0.095,1.832,95.82489,31.1074,0.026000000000000002,0.0,-0.007233599648356593,0.01194202372896302,0.0,0.0,0.095
2010-05-28,0.095,1.8221,95.82489,31.1074,0.026000000000000002,0.0,-0.005418584178242589,0.012002359868953854,0.0,0.0,0.095
2010-05-29,0.095,1.8221,95.82489,31.1074,0.026000000000000002,0.0,0.0,0.012002359868953854,0.0,0.0,0.095
2010-05-30,0.095,1.8221,95.82489,31.1074,0.026000000000000002,0.0,0.0,0.010050101364879558,0.0,0.0,0.095
2010-05-31,0.095,1.8159,95.82489,31.1074,0.026000000000000002,0.0,-0.0034084694900816895,0.010100347205176673,0.0,0.0,0.095
2010-06-01,0.095,1.8247,95.52389,31.1074,0.026000000000000002,0.0,0.004834377376738331,0.009969818588279954,0.0,0.0,0.095
2010-06-02,0.095,1.8354,95.52389,31.1074,0.026000000000000002,0.0,0.005846851442423101,0.010015431843898682,0.0,0.0,0.095
2010-06-03,0.095,1.8354,95.52389,31.1074,0.026000000000000002,0.0,0.0,0.009668383862198827,0.0,0.0,0.095
2010-06-04,0.095,1.8393,95.52389,31.1074,0.026000000000000002,0.0,0.002122623051839167,0.009667464493060116,0.0,0.0,0.095
2010-06-05,0.095,1.8393,95.52389,31.1074,0.026000000000000002,0.0,0.0,0.009667464493060116,0.0,0.0,0.095
2010-06-06,0.095,1.8393,95.52389,31.1074,0.026000000000000002,0.0,0.0,0.009641917939650371,0.0,0.0,0.095
2010-06-07,0.095,1.8626,95.52389,31.1074,0.026000000000000002,0.0,0.012588296650805568,0.009787659762154512,0.0,0.0,0.095
2010-06-08,0.095,1.865,95.52389,31.1074,0.026000000000000002,0.0,0.0012876919903585253,0.008218714506152691,0.0,0.0,0.095
2010-06-09,0.095,1.8415,95.52389,31.1074,0.026000000000000002,0.0,-0.012680596192795912,0.007830640174504792,0.0,0.0,0.095
2010-06-10,0.1025,1.8177,95.52389,31.1074,0.026000000000000002,0.007499999999999993,-0.013008491266066846,0.00827172598865082,0.0,0.0,0.1025
2010-06-11,0.1025,1.8117,95.52389,31.1074,0.026000000000000002,0.0,-0.003306334637087909,0.00827481454542371,0.0,0.0,0.1025
2010-06-12,0.1025,1.8117,95.52389,31.1074,0.026000000000000002,0.0,0.0,0.00827481454542371,0.0,0.0,0.1025
2010-06-13,0.1025,1.8117,95.52389,31.1074,0.026000000000000002,0.0,0.0,0.008032521641378437,0.0,0.0,0.1025
2010-06-14,0.1025,1.8022,95.52389,31.1074,0.026000000000000002,0.0,-0.00525749018102823,0.0070604113701502776,0.0,0.0,0.1025
2010-06-15,0.1025,1.7963,95.52389,31.1074,0.026000000000000002,0.0,-0.0032791470261469705,0.005887625463723851,0.0,0.0,0.1025
2010-06-16,0.1025,1.7885,95.52389,31.1074,0.026000000000000002,0.0,-0.004351714075717528,0.0057700301399679545,0.0,0.0,0.1025
2010-06-17,0.1025,1.7809,95.52389,31.1074,0.026000000000000002,0.0,-0.004258425217112427,0.00573110404233019,0.0,0.0,0.1025
2010-06-18,0.1025,1.7753,95.52389,31.1074,0.026000000000000002,0.0,-0.0031494317692079598,0.0057412885069779455,0.0,0.0,0.1025
2010-06-19,0.1025,1.7753,95.52389,31.1074,0.026000000000000002,0.0,0.0,0.0057412885069779455,0.0,0.0,0.1025
2010-06-20,0.1025,1.7753,95.52389,31.1074,0.026000000000000002,0.0,0.0,0.005726006504115171,0.0,0.0,0.1025
2010-06-21,0.1025,1.7655,95.52389,31.1074,0.026000000000000002,0.0,-0.005535486344310909,0.0056260738954276275,0.0,0.0,0.1025
2010-06-22,0.1025,1.7672,95.52389,31.1074,0.026000000000000002,0.0,0.0009624367374663973,0.00538438078354373,0.0,0.0,0.1025
2010-06-23,0.1025,1.79,95.52389,31.1074,0.026000000000000002,0.0,0.012819246728893174,0.006305792873788435,0.0,0.0,0.1025
2010-06-24,0.1025,1.7899,95.52389,31.1074,0.026000000000000002,0.0,-5.5867482346475755e-05,0.00626309712654619,0.0,0.0,0.1025
2010-06-25,0.1025,1.7773,95.52389,31.1074,0.026000000000000002,0.0,-0.00706439358650814,0.006380392120495808,0.0,0.0,0.1025
2010-06-26,0.1025,1.7773,95.52389,31.1074,0.026000000000000002,0.0,0.0,0.006380392120495808,0.0,0.0,0.1025
2010-06-27,0.1025,1.7773,95.52389,31.1074,0.026000000000000002,0.0,0.0,0.00544796097400818,0.0,0.0,0.1025
2010-06-28,0.1025,1.7818,95.52389,31.1074,0.026000000000000002,0.0,0.002528730520597276,0.0054983363798529325,0.0,0.0,0.1025
2010-06-29,0.1025,1.8068,95.52389,31.1074,0.026000000000000002,0.0,0.01393323549390572,0.006042753524282396,0.0,0.0,0.1025
2010-06-30,0.1025,1.8007,95.52389,31.1074,0.026000000000000002,0.0,-0.0033818466049893034,0.005378699966825122,0.0,0.0,0.1025
2010-07-01,0.1025,1.7998,99.41933,31.110500000000002,0.053,0.0,-0.0004999305756115413,0.005337253255936588,0.0,0.0,0.1025
2010-07-02,0.1025,1.7777,99.41933,31.110500000000002,0.053,0.0,-0.012355153671208378,0.005974129999995642,0.0,0.0,0.1025
2010-07-03,0.1025,1.7777,99.41933,31.110500000000002,0.053,0.0,0.0,0.005974129999995642,0.0,0.0,0.1025
2010-07-04,0.1025,1.7777,99.41933,31.110500000000002,0.053,0.0,0.0,0.005889560489833878,0.0,0.0,0.1025
2010-07-05,0.1025,1.7747,99.41933,31.110500000000002,0.053,0.0,-0.001688999388120621,0.00586336337634929,0.0,0.0,0.1025
2010-07-06,0.1025,1.7657,99.41933,31.110500000000002,0.053,0.0,-0.0050841822317665925,0.005890224412880727,0.0,0.0,0.1025
2010-07-07,0.1025,1.7711,99.41933,31.110500000000002,0.053,0.0,0.0030536101538339547,0.00588082779835123,0.0,0.0,0.1025
2010-07-08,0.1025,1.7644,99.41933,31.110500000000002,0.053,0.0,-0.003790133231801839,0.005899021773019076,0.0,0.0,0.1025
2010-07-09,0.1025,1.7564,99.41933,31.110500000000002,0.053,0.0,-0.0045444295432222346,0.00597358727863411,0.0,0.0,0.1025
2010-07-10,0.1025,1.7564,99.41933,31.110500000000002,0.053,0.0,0.0,0.00597358727863411,0.0,0.0,0.1025
2010-07-11,0.1025,1.7564,99.41933,31.110500000000002,0.053,0.0,0.0,0.005856809740037472,0.0,0.0,0.1025
2010-07-12,0.1025,1.7636,99.41933,31.110500000000002,0.053,0.0,0.004090914796220249,0.005932421238407007,0.0,0.0,0.1025
2010-07-13,0.1025,1.7517,99.41933,31.110500000000002,0.053,0.0,-0.006770429526180936,0.005266587568161938,0.0,0.0,0.1025
2010-07-14,0.1025,1.7649,99.41933,31.110500000000002,0.053,0.0,0.00750728658091822,0.005604774114437901,0.0,0.0,0.1025
2010-07-15,0.1025,1.7682,99.41933,31.110500000000002,0.053,0.0,0.0018680484331840138,0.005424190506421067,0.0,0.0,0.1025
2010-07-16,0.1025,1.7784,99.41933,31.110500000000002,0.053,0.0,0.005752003678282739,0.005588517095460648,0.0,0.0,0.1025
2010-07-17,0.1025,1.7784,99.41933,31.110500000000002,0.053,0.0,0.0,0.005588517095460648,0.0,0.0,0.1025
2010-07-18,0.1025,1.7784,99.41933,31.110500000000002,0.053,0.0,0.0,0.0055575515249669406,0.0,0.0,0.1025
2010-07-19,0.1025,1.7846,99.41933,31.110500000000002,0.053,0.0,0.0034802168160641277,0.004573138076255333,0.0,0.0,0.1025
2010-07-20,0.1025,1.7792,99.41933,31.110500000000002,0.053,0.0,-0.003030475409787825,0.0045626248686716905,0.0,0.0,0.1025
2010-07-21,0.1025,1.7758,99.41933,31.110500000000002,0.053,0.0,-0.0019127994580367606,0.004571912765218757,0.0,0.0,0.1025
2010-07-22,0.1075,1.7621,99.41933,31.110500000000002,0.053,0.0050000000000000044,-0.007744746023541555,0.004036693983479908,0.0,0.0,0.1075
2010-07-23,0.1075,1.7609,99.41933,31.110500000000002,0.053,0.0,-0.0006812376079526543,0.004035653588464806,0.0,0.0,0.1075
2010-07-24,0.1075,1.7609,99.41933,31.110500000000002,0.053,0.0,0.0,0.004035653588464806,0.0,0.0,0.1075
2010-07-25,0.1075,1.7609,99.41933,31.110500000000002,0.053,0.0,0.0,0.004026569045734831,0.0,0.0,0.1075
2010-07-26,0.1075,1.7661,99.41933,31.110500000000002,0.053,0.0,0.002948683735593032,0.003933273216636617,0.0,0.0,0.1075
2010-07-27,0.1075,1.765,99.41933,31.110500000000002,0.053,0.0,-0.0006230353349282356,0.0038689938759908543,0.0,0.0,0.1075
2010-07-28,0.1075,1.7642,99.41933,31.110500000000002,0.053,0.0,-0.00045336054273051026,0.003775601120208691,0.0,0.0,0.1075
